id,name,text,text_jp
$C3310_MAIN_0800_0100_00_ruf,Rufus,It’s almost time.,まもなくだな
$C3310_MAIN_0800_0200_00_hjo,Hojo,"Personally, I don’t think<br>this temple is the Promised Land.",思うに　目指す神殿は<br>約束の地ではないと思うねえ
$C3310_MAIN_0800_0300_00_ruf,Rufus,"And your assessment, Professor?",では　博士の見立ては？
$C3310_MAIN_0800_0400_00_hjo,Hojo,"The prophet’s descent, the blessing of the servants…",予言者の降臨　しもべたちの祝福
$C3310_MAIN_0800_0500_00_hjo,Hojo,You could call it a turning point in history.,言わば　歴史のターニングポイント
$C3310_MAIN_0800_0510_00_hjo,Hojo,Let’s just say the temple is the stage for it.,神殿は　その舞台とでも言っておこうか
$C3310_MAIN_0800_0600_00_tsu,<i>Tseng</i>,<i>Target located.</i>,<i>目標を発見しました</i>
$C3310_MAIN_0900_0100_00_eln,Elena,Is this really the place?,本当に　ここですか？
$C3310_MAIN_0900_0200_00_tsu,Tseng,Let’s confirm it.,確かめよう
$C3310_MAIN_1000_0100_00_red,Red XIII,"Look, look at that!",見て　見てよ！
$C3310_MAIN_1000_0200_00_yfi,Yuffie,I’m lookin’…,見てる……
$C3310_MAIN_1000_0300_00_cid,Cid,"Alright, you bastards, raise the sails!",よっしゃ　野郎ども　帆をあげろ！
$C3310_MAIN_1000_0400_00_yfi,Yuffie,We don’t have any~!,そんなのありませ～ん
$C3310_MAIN_1000_0410_00_yfi,Yuffie,And I ain’t a bastard~!,あと　野郎じゃありませ～ん！
$C3310_MAIN_1000_0500_00_cid,Cid,"It’s about the vibe, the vibe!",雰囲気だ　雰囲気！
$C3310_MAIN_1000_0600_00_cid,Cid,Here we go—setting sail for the open sea!,よっしゃあ　大海原へと漕ぎだすぜ！
$C3310_MAIN_1000_0700_00_art,Tifa & Aerith,"Aye, aye, sir!",アイアイサー！
$C3310_MAIN_1050_0100_00_sys,NPC,Will you disembark on this continent?<br>(You won’t be able to return after landing.),この大陸に上陸しますか？<br>（上陸すると戻れなくなります）
$C3310_MAIN_1050_0200_00_sys,NPC,Yes,はい
$C3310_MAIN_1050_0300_00_sys,NPC,No,いいえ
$C3310_MAIN_1100_0100_00_art,Aerith,The air… it’s all restless.,空気　ざわざわしてる
$C3310_MAIN_1100_0200_00_cid,Cid,"Pushed her a little hard,<br>so I wanna give this baby some maintenance.",ちょこっと無理させちまったから<br>こいつの整備をしておきてえ
$C3310_MAIN_1100_0300_00_cid,Cid,Go on ahead without me.,先　行っててくれ
$C3310_MAIN_1100_0400_00_cld,Cloud,You gonna be okay?,大丈夫なのか
$C3310_MAIN_1100_0500_00_cid,Cid,It’s me we’re talkin’ about!,オレ様だぜ？
$C3310_MAIN_1150_0100_00_cid,Cid,I’ll fix her up quick and catch up with ya.,さくっと直して　追いかけっからよ
$C3310_MAIN_1150_0200_00_cid,Cid,"Gotta patch up those wings sometime soon, too.",ぼちぼち　翼も直してやりてえな
$C3310_MAIN_1160_0100_00_vin,Vincent,Been a while since I last stepped outside. Exhausting.,外出は久しぶりだ　疲れる
$C3310_MAIN_1160_0200_00_vin,Vincent,Nature’s a formidable foe…,自然は強敵だな……
$C3310_MAIN_1200_0100_00_blt,Barret,"Man, the Ancients were somethin’ else!",古代種ってのは　すげえな
$C3310_MAIN_1200_0200_00_red,Red XIII,"Technically, they’re called the Cetra.",正しくは　セトラだよ
$C3310_MAIN_1200_0500_00_art,Aerith,I’m back.,ただいま
$C3310_MAIN_1200_0600_00_blt,Barret,"Born of the Planet, speaking with the Planet, opening the Planet.",『星より生まれ　星と語り　星を開く』
$C3310_MAIN_1200_0610_00_blt,Barret,"And then, returning to the Promised Land.",『そして　約束の地へ帰る』
$C3310_MAIN_1200_0700_00_blt,Barret,"Supreme happiness, the destined land granted by the Planet.",『至上の幸福　星が与えし定めの地』
$C3310_MAIN_1200_0800_00_art,Aerith,"No, that’s not it.<br>It’s not the Promised Land.",ううん　ちがう<br>約束の地じゃない
$C3310_MAIN_1200_0900_00_art,Aerith,Because what’s here is…,だって　ここにあるのは……
$C3310_MAIN_1200_1000_00_art,Aerith,Sorrow.,悲しみ
$C3310_MAIN_1200_1100_00_art,Aerith,And anger.,そして　怒り
$C3310_MAIN_1200_1200_00_tif,Tifa,Calling us?,呼んでる？
$C3310_MAIN_1200_1300_00_art,Aerith,Yeah.,うん
$C3310_MAIN_1300_0100_00_blt,Barret,"Greedy sons of bitches, all of ‘em!",まったく　強欲な連中だぜ
$C3310_MAIN_1400_0100_00_skm,NPC,"Dammit, what the hell’s goin’ on?!",クソ　どうなってんだよ
$C3310_MAIN_1400_0200_00_skm,NPC,Maybe it’s the Ancients’ curse.,古代種の呪いかもな
$C3310_MAIN_1400_0300_00_skm,NPC,Don’t say creepy shit like that!,怖いこと言うなよ
$C3310_MAIN_1500_0100_00_skm,Special Ops Soldier,Who the hell are you guys?!,なんだ　貴様ら
$C3310_MAIN_1500_0200_00_skm,Special Ops Soldier,Don’t move!,動くな！
$C3310_MAIN_1600_0100_00_skm,Special Ops Soldier,It’s them! Contact the Turks!,やつらだ　タークスに連絡しろ！
$C3310_MAIN_1700_0100_00_skm,Special Ops Soldier,Avalanche spotted!,アバランチ発見！
$C3310_MAIN_1700_0200_00_skm,Special Ops Soldier,Don’t kill the Ancient!,古代種は殺すな
$C3310_MAIN_1900_0100_00_vin,Vincent,Monsters did this.,モンスターの仕業だな
$C3310_MAIN_1900_0200_00_cid,Cid,This is one hell of a mess.,こりゃ　ひっでえな
$C3310_MAIN_1900_0300_00_yfi,Yuffie,"Hey, hey, Aerith and the gang<br>are VIPs here, right?",ねえねえ　エアリスと仲間たちは<br>特別ご招待だよね？
$C3310_MAIN_1900_0500_00_art,Aerith,Oh… I guess since I’m only half…,そうか　わたし　半分ちがうから……
$C3310_MAIN_1900_0600_00_art,Aerith,"Sorry, no special treatment.",ごめん　特別待遇ないって
$C3310_MAIN_1900_0700_00_cid,Cid,"Got carried away with the momentum,<br>but honestly, I ain’t thrilled about goin’ in there.",勢いできちまったが<br>正直　こんなかに入るのは気が進まねえ
$C3310_MAIN_1900_0800_00_cid,Cid,I’m stayin’ behind.,オレは　残るぜ
$C3310_MAIN_1900_0900_00_art,Aerith,"Okay, got it.",うん　わかった
$C3310_MAIN_1900_1000_00_art,Aerith,Thanks for everything so far.<br>You’ve really saved us.,これまで　ありがとう<br>ほんとうに助かっちゃった
$C3310_MAIN_1900_1100_00_cid,Cid,"Hey, it ain’t goodbye or nothin’.",いや　お別れってわけじゃねえ
$C3310_MAIN_1900_1200_00_cid,Cid,"You’ll need a ride back, right?",帰りの足がいるだろ？
$C3310_MAIN_1900_1300_00_cid,Cid,"I’ll be waitin’, so make sure you come back in one piece.",待ってっから　ちゃんと帰ってこい
$C3310_MAIN_2000_0100_00_cid,Cid,Don’t worry about the trip back.<br>I’ve got her all tuned up.,帰りは心配すんな<br>しっかり整備しといたからよ
$C3310_MAIN_2000_0200_00_cid,Cid,"Sorry, but the inside just don’t feel like my turf.",悪いな　中はオレのテリトリーって気がしねえんだ
$C3310_MAIN_2100_0100_00_vin,Vincent,Nothing’s showing up.,なにも出ないぞ
$C3310_MAIN_2100_0200_00_vin,Vincent,"No expectations, no disappointments.",期待しなければ失望しない
$C3310_MAIN_2200_0200_00_ruf,Rufus,The Ancient has entered the temple.,古代種が神殿に入った
$C3310_MAIN_2200_0300_00_hjo,Hojo,"Then he’s with her too, I presume.",となると　あいつも一緒だな
$C3310_MAIN_2200_0310_00_hjo,Hojo,"Oh, now that’s interesting.",そうか　それはおもしろい
$C3310_MAIN_2200_0400_00_hjo,Hojo,Excellent.,いいぞ
$C3310_MAIN_2200_0500_00_ruf,Rufus,"Well, old man?",どうだ　オヤジ
$C3310_MAIN_2300_0200_00_rch,Black-Cloaked Man,Black… materia…,くろ……まてりあ……
$C3310_MAIN_2300_0300_00_rch,Black-Cloaked Man,Seph… iroth…,セフィ……ロス……
$C3310_MAIN_2300_0400_00_tif,Tifa,"Hey, that guy…",ねえ　あの人って……
$C3310_MAIN_2300_0500_00_cld,Cloud,Sephiroth’s already here.,セフィロスがもう来ている
$C3310_MAIN_2300_0600_00_cld,Cloud,This is bad. We need to hurry.,まずいな　はやく行こう
$C3310_MAIN_2400_0100_00_rch,Black-Cloaked Man,My… frien…,マイ……フレ……
$C3310_MAIN_2400_0200_00_rch,Black-Cloaked Man,Seph… i… roth…,セフィ……ロ……ス
$C3310_MAIN_2400_0300_00_rch,Black-Cloaked Man,Black… materia…,くろ……まてりあ……
$C3310_MAIN_2450_0100_00_skm,Special Ops Soldier,Intruders! Grab ‘em!,侵入者だ　捕まえろ！
$C3310_MAIN_2600_0200_00_yfi,Yuffie,So the Ancients built this place<br>to hide the Black Materia?,古代種は　黒マテリアを隠すために<br>ここを作ったってこと？
$C3310_MAIN_2600_0300_00_yfi,Yuffie,How much is that Black Materia worth anyway?!,黒マテリアの価値って　どんだけ！
$C3310_MAIN_2600_0500_00_art,Aerith,The Black Materia’s a secret.<br>Shinra probably doesn’t even know.,黒マテリアのことは　ナイショ<br>神羅は　きっと知らないから
$C3310_MAIN_2600_0600_00_red,Red XIII,Cait Sith’s talking!,ケット・シーがしゃべってるよ
$C3310_MAIN_2600_0700_00_cld,Cloud,"Anyway, let’s find it fast.<br>That thing’s ours.",とにかく　はやく見つけよう<br>あれは俺たちがもらう
$C3310_MAIN_2600_0800_00_blt,Barret,"Hey, hey, what’s goin’ on here?",おいおい　どうなってんだ？
$C3310_MAIN_2600_0900_00_red,Red XIII,Our common sense might not apply here.,オイラたちの常識　通用しないかも
$C3310_MAIN_2700_0200_00_skm,Special Ops Soldier,"Hurry, hurry!",急げ　急げ！
$C3310_MAIN_2700_0300_00_eln,Elena,"More like the ‟Land of the End” than the Promised Land, huh?",約束の地というより　終末の地？
$C3310_MAIN_2700_0400_00_lud,Rude,Don’t overthink it.,余計なことを考えるな
$C3310_MAIN_2700_0500_00_eln,Elena,Can’t help it~!,無理ですよ～
$C3310_MAIN_2700_0600_00_skm,Special Ops Soldier,"Chief Tseng,<br>the Ancient and Avalanche have breached the perimeter.",ツォン主任<br>古代種とアバランチが侵入しています
$C3310_MAIN_2700_0700_00_eln,Elena,Should we set up an ambush and take ‘em out?,待ち伏せして　やっちゃいますか
$C3310_MAIN_2700_0800_00_tsu,Tseng,No. The mission comes first.,いや　任務を優先する
$C3310_MAIN_2700_0900_00_tsu,Tseng,Split into two teams. We’ll confirm whether this is<br>the Promised Land—or something else entirely.,二手に分かれて　ここが約束の地である<br>または　違うという確証を探そう
$C3310_MAIN_2700_1000_00_tsu,Tseng,"Reno, pair up with Rude.<br>The rest of you, with me.",レノはルードと組め<br>あとは　私といっしょだ
$C3310_MAIN_2700_1010_00_eln,Elena,"Yes, sir!",はい！
$C3310_MAIN_2700_1100_00_tsu,Tseng,Reno.,レノ
$C3310_MAIN_2700_1300_00_tsu,Tseng,Mission takes priority. Understood?,任務が優先だ　いいな
$C3310_MAIN_2700_1310_00_ren,Reno,"You got it, boss!",はいよ　と
$C3310_MAIN_2800_0100_00_blt,Barret,This damn temple’s crawlin’<br>with Shinra goons and black-cloaked freaks.,ややこしい神殿には<br>神羅どもと黒マントがうようよ
$C3310_MAIN_2800_0200_00_blt,Barret,Looks like we’re in for a busy day!,こりゃ　忙しくなりそうだ
$C3310_MAIN_2800_0300_00_red,Red XIII,"Sephiroth’s here too, isn’t he?",セフィロスもいるんだよね？
$C3310_MAIN_2800_0400_00_cld,Cloud,Yeah. No doubt about it.,ああ　確実だ
$C3310_MAIN_2800_0500_00_blt,Barret,I got a bad feelin’ about this…,嫌な予感しかしねえな
$C3310_MAIN_2800_0600_00_art,Aerith,We’ll figure it out somehow.,そこをなんとか
$C3310_MAIN_2800_0700_00_art,Aerith,"Chin up, let’s go!",元気出して　行こう
$C3310_MAIN_2800_0800_00_art,Aerith,"Otherwise, this place<br>will just drag us down.",じゃないと　ここ<br>気持ち　ふさいじゃうから
$C3310_MAIN_2800_0900_00_tif,Tifa,Got it!,了解！
$C3310_MAIN_3000_0100_00_red,Red XIII,What happened here…?,なにがあったんだろう
$C3310_MAIN_3000_0200_00_art,Aerith,Blood…,血……
$C3310_MAIN_3000_0210_00_art,Aerith,So much blood was spilled.,血が　たくさん流れた
$C3310_MAIN_3000_0300_00_art,Aerith,Long ago… like a war.,大昔　戦争……みたい
$C3310_MAIN_3100_0200_00_cld,Cloud,No one’s ever entered the temple and come back alive.,神殿に入って　生きて帰った者はいない
$C3310_MAIN_3100_0210_00_cld,Cloud,Heard it from Cait Sith.,ケット・シーから聞いた
$C3310_MAIN_3100_0300_00_yfi,Yuffie,You’re tellin’ us that *now*!?,それを　いま言うか！
$C3310_MAIN_3100_0400_00_blt,Barret,Probably just rumors. Don’t sweat it.,どうせデマカセだ　気にすんな
$C3310_MAIN_3200_0200_00_art,Aerith,Are we… upside down?,わたしたち　逆さま？
$C3310_MAIN_3200_0300_00_cld,Cloud,No. Depends on how you look at it.,いや　考え方次第だ
$C3310_MAIN_3210_0100_00_skm,Special Ops Soldier,Uwaaaah!,うわあああ！
$C3310_MAIN_3210_0200_00_yfi,Yuffie,What was that!?,いまのなに？
$C3310_MAIN_3210_0300_00_blt,Barret,Hell if I know!,知るか
$C3310_MAIN_3220_0100_00_yfi,Yuffie,Was that the waterfall the Shinra guy just went down?,あれって　さっき神羅兵が流れた滝？
$C3310_MAIN_3220_0200_00_art,Aerith,"Yeah, looks like it.<br>Wonder how far it goes…",うん　そうだね<br>どこまで続くんだろう
$C3310_MAIN_3220_0300_00_blt,Barret,Don’t even think about testin’ it!,試そうなんて思うなよ～？
$C3310_MAIN_3220_0400_00_yfi,Yuffie,"Hahaha, too late~!",ははは　思っちゃう～！
$C3310_MAIN_3230_0100_00_skm,NPC,We won’t link up with the squad like this!<br>Jump in already!,このままでは　部隊に合流できんぞ<br>さっさと飛び込め！
$C3310_MAIN_3230_0200_00_skm,NPC,"Let me go at my own pace, damn it!",自分のタイミングで行かせてください！
$C3310_MAIN_3230_0300_00_skm,NPC,Hiiiieeee!,ひいいいい！
$C3310_MAIN_3235_0100_00_skm,Special Ops Soldier,There they are! Don’t let ‘em go any further!,いたぞ　これ以上先に行かせるな！
$C3310_MAIN_3240_0100_00_cld,Cloud,Looks like we’ve gotta jump.,飛ぶしかなさそうだな
$C3310_MAIN_3240_0200_00_yfi,Yuffie,"You’re kidding, right!?",ウソでしょ？
$C3310_MAIN_3240_0300_00_blt,Barret,"So it comes to this, huh!?",結局　そうなんのかよ
$C3310_MAIN_3250_0100_00_yfi,Yuffie,Eeeeek~!,ひえ～～～！
$C3310_MAIN_3250_0200_00_art,Aerith,"It’s okay, it’s okay~!",だいじょうぶ　だいじょうぶ～！
$C3310_MAIN_3250_0300_00_blt,Barret,Uoooaah!,うおおおお！
$C3310_MAIN_3250_0400_00_red,Red XIII,Waaaah!,うわーーー！
$C3310_MAIN_3260_0050_00_skm,Special Ops Soldier,Hold position here until the Turks give the order!<br>Stay prepped for departure—no slacking!,タークスの指示があるまでここで待機！<br>出発に備えて　各自準備を怠るな
$C3310_MAIN_3260_0100_00_skm,Special Ops Soldier,"Enemy attack! Everyone, engage!",敵襲　全員でかかれ！
$C3310_MAIN_3300_0100_00_blt,Barret,What the hell’s happenin’…?,どうなってやがる……
$C3310_MAIN_3300_0210_00_blt,Barret,That was close!,あぶねえ！
$C3310_MAIN_3300_0300_00_red,Red XIII,"Feels like the master of a labyrinth, doesn’t it?",迷宮の主って感じだね
$C3310_MAIN_3300_0400_00_yfi,Yuffie,Wanna eat some Da-chao beans?,ダチャオ豆　食べる？
$C3310_MAIN_3300_0500_00_blt,Barret,What’re you tryin’ to stir up!?,刺激してどうするよ！
$C3310_MAIN_3300_0600_00_tif,Tifa,"Hey, focus!",ねえ　集中！
$C3310_MAIN_3350_0100_00_yfi,Yuffie,We flipping over again!?,また　ひっくり返んの？
$C3310_MAIN_3350_0200_00_blt,Barret,"Welcome back, huh!?",おかえりなさいってか！
$C3310_MAIN_3350_0300_00_red,Red XIII,Run!,逃げて！
$C3310_MAIN_3350_0400_00_art,Aerith,Everyone okay?,みんな　だいじょうぶ？
$C3310_MAIN_3350_0500_00_cld,Cloud,Let’s move!,行くぞ！
$C3310_MAIN_3400_0100_00_blt,Barret,Not so fast!,そうはいかねえ！
$C3310_MAIN_3400_0300_00_tif,Tifa,Cloud!,クラウド！
$C3310_MAIN_3400_0500_00_art,Aerith,Amazing!,すごい！
$C3310_MAIN_3400_0600_00_tif,Tifa,That settled it real quick!,スカッと決まっちゃった
$C3310_MAIN_3400_0700_00_cld,Cloud,Let’s hurry.,急ごう
$C3320_MAIN_0100_0100_00_yfi,Yuffie,What the heck is this~!?,なんじゃこりゃ～！
$C3320_MAIN_0100_0300_00_blt,Barret,Can’t even watch this mess!,見てらんねえぜ
$C3320_MAIN_0100_0400_00_art,Aerith,The Lifestream… it’s angry.,ライフストリーム　怒ってる
$C3320_MAIN_0100_0500_00_art,Aerith,"Just a hunch, though.",なんとなく　だけど
$C3320_MAIN_0100_0600_00_tif,Tifa,"Hey, Aerith…<br>Can’t we tell it how we feel?",ねえ　エアリス<br>私たちの気持ち　伝えられないの？
$C3320_MAIN_0100_0700_00_art,Aerith,"Hmm, maybe?",どうかな
$C3320_MAIN_0100_0710_00_art,Aerith,"No, wait—I’ll give it a try.",ううん　やってみる
$C3320_MAIN_0100_0900_00_art,Aerith,I’ve got an image in my head.,イメージ　浮かんだ
$C3320_MAIN_0100_1200_00_blt,Barret,"Hey, what’s the plan?",おい　どうする？
$C3320_MAIN_0100_1300_00_cld,Cloud,The Black Materia’s top priority. No one else gets it.,黒マテリアが最優先だ　誰にも渡せない
$C3320_MAIN_0100_1400_00_cld,Cloud,Let’s move fast.,先を急ごう
$C3320_MAIN_0100_1500_00_tif,Tifa,But…,でも……
$C3320_MAIN_0100_1600_00_cld,Cloud,"With Aerith here, we’ll be fine.",エアリスがいれば　大丈夫だ
$C3320_MAIN_0200_0100_00_skm,Special Ops Soldier,Help me!,助けてくれ！
$C3320_MAIN_0200_0200_00_skm,Special Ops Soldier,"Dammit, what’s going on!?",クソ　どうなってんだよ
$C3320_MAIN_0200_0300_00_skm,Special Ops Soldier,Stay sharp!,警戒を怠るな！
$C3320_MAIN_0205_0100_00_skm,Special Ops Soldier,Enemies! Take ‘em down!,敵だ　取り押さえろ！
$C3320_MAIN_0210_0100_00_blt,Barret,Damn it!,ちっくしょう！
$C3320_MAIN_0210_0200_00_blt,Barret,Don’t panic!,慌てんな
$C3320_MAIN_0210_0300_00_blt,Barret,Keep it together!,落ちついてけ
$C3320_MAIN_0210_0400_00_tif,Tifa,You okay?,大丈夫？
$C3320_MAIN_0210_0500_00_tif,Tifa,Let’s take it slow.,ゆっくり行こう
$C3320_MAIN_0210_0600_00_tif,Tifa,Wait for the right moment.,タイミングをみて
$C3320_MAIN_0220_0100_00_blt,Barret,Ain’t no way forward like this!,こりゃ　進めねえぞ
$C3320_MAIN_0220_0200_00_tif,Tifa,Can’t we block it somehow?,なにかで　せき止められないかな
$C3320_MAIN_0220_0300_00_tif,Tifa,Could we use that?,あれ　使えない？
$C3320_MAIN_0230_0100_00_cld,Cloud,Run!,走れ！
$C3320_MAIN_0230_0200_00_blt,Barret,"Hurry, hurry, hurry!",急げ　急げ　急げ！
$C3320_MAIN_0235_0100_00_skm,Special Ops Soldier,"Damn it, where’d they come from!?",クソ　どっから湧いてきやがった！
$C3320_MAIN_0240_0100_00_skm,NPC,"Damn, what a place!",ちきしょう　なんて場所だよ
$C3320_MAIN_0240_0200_00_skm,NPC,"Surprised I’m still alive, honestly.",よく生きてるよ　まったく
$C3320_MAIN_0240_0300_00_skm,NPC,"Hey, quit yapping and set it up!",おい　無駄口をたたかず設置しろ
$C3320_MAIN_0400_0050_00_skm,Special Ops Soldier,"Yes, sir—hurrying!",はい　急ぎます
$C3320_MAIN_0400_0060_00_skm,Special Ops Soldier,Preparations complete!,準備できました！
$C3320_MAIN_0400_0100_00_skm,Special Ops Soldier,Intruders spotted!,侵入者発見！
$C3320_MAIN_0400_0200_00_skm,Special Ops Soldier,It’s Avalanche!,アバランチだ！
$C3320_MAIN_0500_0100_00_skm,Special Ops Soldier,"Forgive me, please!",許してくれ　頼む
$C3320_MAIN_0500_0200_00_cld,Cloud,Don’t worry.,心配するな
$C3320_MAIN_0500_0210_00_cld,Cloud,You’re just returning to the Planet.,星に帰るだけだ
$C3320_MAIN_0500_0300_00_cld,Cloud,Let’s move on.,先を急ごう
$C3320_MAIN_0500_0400_00_ren,Reno,"Guess I’ll butt in, huh!",邪魔するぞ　と
$C3320_MAIN_0500_0500_00_blt,Barret,Perfect timing!,ちょうどいい
$C3320_MAIN_0500_0600_00_blt,Barret,Time to settle a big ol’ score!,でっけえ借り　返してもらうぜ！
$C3320_MAIN_0500_0700_00_lud,Rude,We’re the ones owed here.,貸しているのは　こっちだ
$C3320_MAIN_0500_0800_00_lud,Rude,But payment can wait.,だが　返済は後日でいい
$C3320_MAIN_0500_1000_00_ren,Reno,"No overtime today, folks!",今日は残業なしだぞ　と
$C3320_MAIN_0500_1100_00_blt,Barret,"Wait, you bastards!",待ちやがれ！
$C3320_MAIN_0500_1300_00_tif,Tifa,No way…,そんな……
$C3320_MAIN_0600_0200_00_yfi,Yuffie,"Oh, she’s awake!",あっ　起きた！
$C3320_MAIN_0600_0300_00_art,Aerith,Where’s everyone else?,みんなは？
$C3320_MAIN_0600_0400_00_art,Aerith,I messed up…,失敗しちゃった
$C3320_MAIN_0600_0500_00_yfi,Yuffie,"First time, right?<br>Then it can’t be helped!",はじめてでしょ？<br>じゃあ　仕方ないよ
$C3320_MAIN_0600_0600_00_yfi,Yuffie,"If you fail, just train harder!",失敗したら　修行あるのみ！
$C3320_MAIN_0600_0700_00_red,Red XIII,We’ll pitch in too—let’s do this!,オイラたちも手伝うよ　がんばろ
$C3320_MAIN_0600_0800_00_art,Aerith,"Yeah, you’re right. Training it is!",うん　そうだね　修行だね
$C3320_MAIN_0700_0100_00_art,Aerith,"Cloud and the others… they’re okay, right?",クラウドたち　大丈夫だよね
$C3320_MAIN_0700_0200_00_red,Red XIII,As long as Cloud keeps it together.,クラウドが　しっかりしていればね
$C3320_MAIN_0700_0300_00_yfi,Yuffie,Tifa just needs to yell at him more!,ティファが　もっと叱ればいいんだよ
$C3320_MAIN_0700_0310_00_yfi,Yuffie,‟Shape up~!” Like that!,しっかりしろ～って！
$C3320_MAIN_0800_0100_00_yfi,Yuffie,What’s that?,なんだろ？
$C3320_MAIN_0800_0300_00_red,Red XIII,This is…,これって……
$C3320_MAIN_0800_0400_00_art,Aerith,It’s like it’s teaching us<br>how to get along with the Lifestream.,ライフストリームと仲良くなる方法<br>教えてくれるみたい
$C3320_MAIN_0800_0500_00_art,Aerith,Thank you.,ありがとう
$C3320_MAIN_0910_0100_00_yfi,Yuffie,Whoa~!,おお～！
$C3320_MAIN_0920_0700_00_yfi,Yuffie,"Wait, are we short on Lifestream?",ありゃ　ライフストリームが足りない？
$C3320_MAIN_0920_0800_00_yfi,Yuffie,Gotta gather more of the Planet’s power!,星の力　もっと集めないと
$C3320_MAIN_0920_0900_00_yfi,Yuffie,"We need to stock up more, huh!",もっと溜めないと　ダメだね
$C3320_MAIN_0920_1000_00_red,Red XIII,We’ll need more spiritual energy.,もっと　精神エネルギーが必要だね
$C3320_MAIN_0920_1100_00_red,Red XIII,Let’s search for the Lifestream.,ライフストリームを探そう
$C3320_MAIN_0920_1200_00_red,Red XIII,"This isn’t enough, it seems.",これじゃあ　足りないみたい
$C3320_MAIN_1000_0100_00_yfi,Yuffie,So cool~!,すっご～い
$C3320_MAIN_1000_0300_00_red,Red XIII,Maybe we should take a break.,ちょっと休んだほうがいいかもね
$C3320_MAIN_1000_0400_00_yfi,Yuffie,"Yeah, yeah!",そうそう
$C3320_MAIN_1000_0500_00_yfi,Yuffie,Big Sis is our only hope~!,おねーさまだけが頼りなんだから～！
$C3320_MAIN_1000_0600_00_art,Aerith,"Okay, just a little break then.",じゃあ　ちょっとだけ
$C3320_MAIN_1200_0200_00_blt,Barret,What’s that?,なんだ？
$C3320_MAIN_1200_0300_00_blt,Barret,This place ain’t sittin’ right with me.,落ち着かねえ場所だな
